resource_id,resource_type,cloud_provider,region,created_at,last_used_at,days_since_used,monthly_cost_usd,tag_owner,tag_project,tag_environment,shadow_label
res-1efc86cb9f,NATGateway,AWS,ap-southeast-1,2023-07-01,2024-06-28,2,35.71,team-security,project-alpha,production,normal
res-3e24cc79ed,ElasticIP,AWS,eu-west-1,2024-02-28,2024-06-29,1,3.27,team-frontend,project-gamma,production,normal
res-d005e550bd,EKSCluster,AWS,ap-south-1,2023-09-28,2024-06-23,7,412.56,team-ml,project-omega,staging,normal
res-3841e66809,EC2Instance,AWS,ca-central-1,2024-05-01,2024-06-23,7,108.0,team-data,project-alpha,production,normal
res-c523fecee3,EC2Instance,GCP,us-west-2,2023-09-07,2024-06-22,8,538.19,team-backend,project-alpha,production,normal
res-646246a667,ElasticIP,GCP,us-west-2,2023-11-11,2024-06-28,2,4.84,team-security,project-omega,production,normal
res-7d04c2fd7b,EC2Instance,AWS,ap-southeast-1,2024-04-29,2024-06-22,8,510.62,team-data,project-alpha,staging,normal
res-d88f9b68bd,EC2Instance,GCP,us-west-2,2024-03-17,2024-06-22,8,93.15,team-backend,project-gamma,staging,normal
res-7dfd97c20a,RDSInstance,Azure,us-east-1,2024-05-01,2024-06-17,13,292.27,team-infra,project-beta,development,normal
res-2cb52ce9b7,ElasticIP,AWS,us-west-2,2024-06-10,2024-06-27,3,6.3,team-data,project-delta,development,normal
res-c30e96502d,EC2Instance,GCP,ca-central-1,2024-02-18,2024-06-25,5,259.55,team-ml,project-beta,production,normal
res-67ddff06d1,EBSVolume,GCP,ca-central-1,2023-12-11,2023-07-13,353,143.78,,,,shadow_it
res-ef3a06d903,RDSInstance,Azure,us-west-2,2023-06-03,2024-06-25,5,639.08,team-frontend,project-omega,development,normal
res-2d1cb53269,EC2Instance,AWS,us-west-2,2024-04-26,2024-06-21,9,371.77,team-security,project-gamma,production,normal
res-0b2c33a1a8,RDSInstance,GCP,us-west-2,2023-05-11,2024-06-23,7,342.56,team-frontend,project-omega,staging,normal
res-a12d237cc2,EKSCluster,Azure,eu-west-1,2023-07-09,2024-06-26,4,453.9,team-ml,project-beta,production,normal
res-5a39ff8a6d,EBSVolume,AWS,eu-west-1,2023-09-16,2024-06-23,7,42.29,team-backend,project-beta,staging,normal
res-7cefbe3f9c,LambdaFunction,GCP,eu-west-1,2023-01-15,2024-06-25,5,34.87,team-infra,project-delta,staging,normal
res-6e36b0042f,ElasticIP,AWS,us-west-2,2024-01-24,2024-06-18,12,6.27,team-ml,project-delta,development,normal
res-1dc451bc2a,S3Bucket,Azure,us-east-1,2023-12-26,2024-06-26,4,35.78,team-backend,project-omega,production,normal
res-049a4e25b0,EBSVolume,GCP,ca-central-1,2023-03-30,2024-06-20,10,34.49,team-infra,project-alpha,development,normal
res-50899217b3,RDSInstance,GCP,ap-southeast-1,2024-01-25,2024-06-26,4,851.53,team-frontend,project-beta,production,normal
res-b31774d24d,LambdaFunction,GCP,us-west-2,2023-04-26,2024-06-21,9,38.38,team-frontend,project-gamma,staging,normal
res-3d6948ec74,S3Bucket,GCP,us-east-1,2024-04-06,2024-06-18,12,15.01,team-infra,project-gamma,staging,normal
res-51004d226d,EBSVolume,Azure,us-west-2,2024-04-19,2024-06-27,3,83.76,team-backend,project-gamma,production,normal
res-57646ac6be,ElasticIP,AWS,us-east-1,2023-01-27,2024-06-22,8,5.82,team-data,project-alpha,staging,normal
res-06a0a54d48,RDSInstance,AWS,ca-central-1,2024-03-23,2024-06-28,2,530.78,team-infra,project-omega,staging,normal
res-d8e2b6d7b4,EKSCluster,GCP,ap-southeast-1,2023-04-20,2024-06-24,6,661.21,team-data,project-alpha,production,normal
res-fcb5e862ac,RDSInstance,AWS,ap-southeast-1,2023-10-25,2024-06-17,13,301.8,team-infra,project-beta,staging,normal
res-0358eaf5dd,NATGateway,Azure,ap-south-1,2024-05-15,2024-06-27,3,185.5,team-backend,project-delta,production,normal
res-ab42d77626,S3Bucket,Azure,us-east-1,2023-11-22,2024-06-19,11,7.68,team-ml,project-gamma,development,normal
res-ea185a4fa0,LambdaFunction,Azure,us-east-1,2024-01-28,2023-07-09,357,24.59,,,,shadow_it
res-2ab8eabf93,S3Bucket,Azure,ca-central-1,2023-08-15,2024-06-25,5,25.05,team-backend,project-delta,development,normal
res-c3cf7aecca,NATGateway,AWS,ca-central-1,2023-01-28,2024-06-28,2,126.39,team-ml,project-beta,staging,normal
res-7f89d67fea,RDSInstance,GCP,eu-west-1,2024-03-03,2024-06-27,3,528.68,team-infra,project-gamma,development,normal
res-eef4fd818e,EKSCluster,GCP,us-west-2,2023-04-24,2023-12-22,191,962.26,,,,shadow_it
res-e0d10332aa,EC2Instance,GCP,us-west-2,2024-05-03,2024-06-17,13,519.27,team-backend,project-alpha,staging,normal
res-1f25ab833f,EBSVolume,GCP,eu-west-1,2024-04-12,2024-02-08,143,18.89,,,,shadow_it
res-d79b795378,EKSCluster,Azure,eu-west-1,2023-08-12,2024-06-25,5,874.69,team-infra,project-omega,staging,normal
res-65a911e1fa,EBSVolume,Azure,ap-south-1,2024-05-10,2023-11-08,235,106.02,,,,shadow_it
res-1e53e50ba8,RDSInstance,GCP,eu-west-1,2024-02-04,2024-06-30,0,883.86,team-ml,project-omega,production,normal
res-ad531dd747,LambdaFunction,GCP,eu-west-1,2024-03-15,2024-06-25,5,6.43,team-frontend,project-gamma,staging,normal
res-9880da640c,S3Bucket,AWS,us-west-2,2024-03-20,2024-06-29,1,52.54,team-ml,project-omega,staging,normal
res-a686f0d059,EKSCluster,Azure,ap-southeast-1,2023-11-27,2024-06-18,12,385.68,team-backend,project-delta,staging,normal
res-536982e939,RDSInstance,GCP,ca-central-1,2024-01-28,2024-06-28,2,610.52,team-backend,project-delta,production,normal
res-a078a9e200,RDSInstance,Azure,eu-west-1,2023-01-27,2024-06-29,1,684.72,team-security,project-beta,development,normal
res-b1b91a75a6,RDSInstance,GCP,us-east-1,2023-05-23,2024-06-25,5,212.04,team-data,project-gamma,production,normal
res-d7b6e72c9c,ElasticIP,GCP,ap-south-1,2023-08-21,2024-06-18,12,7.37,team-infra,project-beta,development,normal
res-11af711190,S3Bucket,GCP,eu-west-1,2024-04-30,2024-06-19,11,65.31,team-security,project-beta,staging,normal
res-f9c79cc2b0,EC2Instance,Azure,ap-south-1,2023-11-05,2024-06-16,14,419.44,team-backend,project-beta,production,normal
res-b0b5610080,EKSCluster,AWS,eu-west-1,2023-12-28,2023-12-29,184,766.25,,,,shadow_it
res-b182dd7919,EC2Instance,Azure,us-east-1,2024-04-08,2023-09-27,277,494.82,,,,shadow_it
res-70916f1eec,EC2Instance,Azure,ca-central-1,2024-05-11,2024-06-24,6,90.74,team-data,project-gamma,production,normal
res-8cae603232,EC2Instance,Azure,ca-central-1,2024-02-03,2023-08-10,325,552.5,,,,shadow_it
res-6594c8f419,EBSVolume,AWS,ap-south-1,2023-11-27,2024-06-20,10,76.48,team-infra,project-beta,production,normal
res-65cd8573ce,EC2Instance,GCP,us-east-1,2023-08-21,2024-06-21,9,592.22,team-frontend,project-omega,production,normal
res-2ccf60fd82,EKSCluster,GCP,eu-west-1,2023-12-23,2024-06-22,8,855.63,team-data,project-gamma,production,normal
res-5e7486a0c5,EC2Instance,AWS,eu-west-1,2023-03-28,2024-06-30,0,478.31,team-backend,project-alpha,development,normal
res-1ed840265f,S3Bucket,Azure,ca-central-1,2023-03-16,2024-06-21,9,26.06,team-backend,project-gamma,development,normal
res-139e695003,EC2Instance,AWS,ca-central-1,2023-03-25,2024-06-28,2,202.75,team-infra,project-beta,staging,normal
res-d31146e6b0,EC2Instance,GCP,ap-south-1,2023-12-17,2024-06-20,10,432.75,team-backend,project-gamma,development,normal
res-3e077f57ed,EBSVolume,GCP,ap-south-1,2024-01-09,2024-06-16,14,78.04,team-backend,project-delta,production,normal
res-c613d50bce,LambdaFunction,AWS,ap-south-1,2023-03-27,2024-06-23,7,33.5,team-data,project-alpha,development,normal
res-ed1d0f92ec,S3Bucket,AWS,us-west-2,2023-06-13,2024-06-28,2,45.36,team-data,project-delta,staging,normal
res-1edfa69951,EC2Instance,AWS,ap-southeast-1,2023-12-06,2024-06-22,8,411.66,team-backend,project-alpha,production,normal
res-a4778fb0a4,EBSVolume,GCP,eu-west-1,2024-06-06,2024-06-22,8,56.7,team-backend,project-omega,development,normal
res-b4f9543542,RDSInstance,GCP,ap-south-1,2023-04-20,2023-10-24,250,512.14,,,,shadow_it
res-e08455922e,EC2Instance,Azure,ca-central-1,2023-03-20,2024-06-19,11,114.91,team-security,project-gamma,staging,normal
res-562b70a2c9,EBSVolume,AWS,ca-central-1,2023-11-11,2023-09-23,281,18.95,,,,shadow_it
res-54ce4e728a,EC2Instance,GCP,ca-central-1,2023-05-22,2024-03-01,121,363.0,,,,shadow_it
res-f8ef7f4808,EBSVolume,AWS,us-east-1,2023-06-06,2024-06-20,10,12.48,team-infra,project-delta,production,normal
res-6cf957d99d,EBSVolume,Azure,ca-central-1,2023-11-13,2024-06-29,1,26.63,team-frontend,project-gamma,production,normal
res-9db204b3d6,EKSCluster,AWS,us-west-2,2023-09-24,2024-06-28,2,1153.92,team-infra,project-omega,production,normal
res-2f4d9760c8,ElasticIP,GCP,ap-southeast-1,2023-03-28,2024-06-18,12,8.12,team-frontend,project-omega,production,normal
res-9f62dee9a7,LambdaFunction,Azure,eu-west-1,2024-02-27,2024-03-02,120,3.66,,,,shadow_it
res-2811a0de89,NATGateway,GCP,ca-central-1,2023-10-25,2024-06-24,6,127.67,team-frontend,project-alpha,development,normal
res-d74249de90,RDSInstance,Azure,us-west-2,2024-01-10,2024-06-25,5,414.5,team-data,project-gamma,staging,normal
res-9f807829bd,EKSCluster,GCP,ap-south-1,2023-06-16,2024-06-18,12,220.94,team-ml,project-gamma,staging,normal
res-3aa1fd2c97,NATGateway,Azure,eu-west-1,2023-06-01,2024-06-20,10,95.45,team-data,project-alpha,development,normal
res-345f28910a,ElasticIP,AWS,ca-central-1,2023-05-20,2024-06-25,5,8.15,team-frontend,project-delta,staging,normal
res-adb82c7768,NATGateway,Azure,us-west-2,2023-06-09,2024-02-01,150,176.96,,,,shadow_it
res-76cddd8e9d,LambdaFunction,AWS,ap-southeast-1,2023-05-10,2024-06-18,12,19.48,team-infra,project-delta,staging,normal
res-05d1d52714,ElasticIP,AWS,ap-southeast-1,2023-02-05,2024-06-28,2,9.92,team-security,project-alpha,development,normal
res-7ca0c6e8ee,EBSVolume,AWS,us-west-2,2023-01-17,2023-12-20,193,100.15,,,,shadow_it
res-4e1ea04869,EKSCluster,GCP,ap-south-1,2023-04-14,2024-06-17,13,519.54,team-backend,project-alpha,development,normal
res-817490cda1,LambdaFunction,GCP,ca-central-1,2023-03-30,2024-06-24,6,14.61,team-data,project-omega,production,normal
res-f429ca2cb7,ElasticIP,AWS,ap-southeast-1,2024-04-06,2024-06-29,1,7.19,team-security,project-delta,production,normal
res-7145830129,EBSVolume,GCP,ap-south-1,2023-09-19,2024-06-17,13,119.13,team-backend,project-alpha,staging,normal
res-aee66b49d6,RDSInstance,AWS,ca-central-1,2023-09-07,2023-09-05,299,657.64,,,,shadow_it
res-5eb03d8a48,EBSVolume,GCP,eu-west-1,2024-01-15,2024-06-21,9,82.3,team-security,project-alpha,production,normal
res-51f71e1837,NATGateway,AWS,ap-south-1,2024-06-01,2024-06-17,13,92.3,team-infra,project-alpha,production,normal
res-03e6b25322,EC2Instance,Azure,ap-southeast-1,2023-12-25,2024-06-20,10,485.38,team-data,project-omega,staging,normal
res-cb1d510e6a,NATGateway,GCP,ap-southeast-1,2023-01-15,2024-06-28,2,48.37,team-backend,project-beta,production,normal
res-94b10312ca,EC2Instance,Azure,ap-southeast-1,2023-05-16,2024-06-25,5,399.73,team-security,project-alpha,production,normal
res-6fba38f87e,S3Bucket,GCP,ap-south-1,2023-07-15,2024-06-28,2,75.65,team-ml,project-gamma,development,normal
res-3151124e3e,EKSCluster,Azure,us-east-1,2023-05-25,2024-06-26,4,1030.38,team-backend,project-omega,development,normal
res-03b1104494,S3Bucket,Azure,ca-central-1,2023-08-18,2024-03-28,94,43.26,,,,shadow_it
res-071e70c768,RDSInstance,Azure,ca-central-1,2023-08-22,2023-10-09,265,136.5,,,,shadow_it
res-fc3ffb83e8,EC2Instance,Azure,us-west-2,2024-05-13,2024-06-18,12,582.06,team-security,project-omega,production,normal
res-83e982719b,EKSCluster,GCP,ap-south-1,2023-12-10,2023-10-21,253,324.62,,,,shadow_it
res-6862473019,S3Bucket,AWS,ap-southeast-1,2023-01-19,2024-06-17,13,50.01,team-data,project-beta,development,normal
res-08181a795f,NATGateway,Azure,ap-south-1,2024-03-04,2024-06-27,3,193.72,team-ml,project-gamma,development,normal
res-ba3701e37e,S3Bucket,GCP,ca-central-1,2023-06-01,2024-06-26,4,46.01,team-security,project-gamma,staging,normal
res-f3ee10e7aa,LambdaFunction,GCP,us-east-1,2023-06-11,2024-06-29,1,29.45,team-backend,project-alpha,staging,normal
res-1617395efe,S3Bucket,GCP,us-east-1,2023-08-04,2023-11-13,230,7.37,,,,shadow_it
res-3ea3994153,EBSVolume,GCP,eu-west-1,2024-06-09,2024-06-17,13,141.32,team-frontend,project-delta,development,normal
res-76c8af6e42,NATGateway,GCP,ap-south-1,2023-08-03,2024-06-28,2,45.89,team-security,project-delta,production,normal
res-e987f90f47,EC2Instance,AWS,eu-west-1,2023-03-17,2023-09-24,280,437.32,,,,shadow_it
res-47d914803f,RDSInstance,AWS,ca-central-1,2023-10-16,2024-06-21,9,400.57,team-ml,project-gamma,staging,normal
res-9383465672,LambdaFunction,Azure,ap-southeast-1,2023-04-27,2024-06-25,5,39.06,team-infra,project-beta,development,normal
res-bfbc369c9e,EBSVolume,AWS,ap-southeast-1,2023-01-30,2024-06-29,1,146.39,team-data,project-delta,staging,normal
res-b2c47debdf,EC2Instance,Azure,us-west-2,2023-08-21,2024-06-27,3,453.51,team-security,project-omega,staging,normal
res-b8b5fced53,LambdaFunction,Azure,us-east-1,2024-05-13,2023-12-08,205,18.44,,,,shadow_it
res-e8e7cf78c4,EBSVolume,Azure,ap-south-1,2023-10-01,2024-06-24,6,132.92,team-backend,project-delta,development,normal
res-aecaca2ead,NATGateway,AWS,ca-central-1,2024-02-03,2024-06-25,5,126.67,team-ml,project-alpha,staging,normal
res-cd9bceb58d,LambdaFunction,AWS,us-west-2,2023-05-21,2024-06-27,3,4.23,team-ml,project-gamma,production,normal
res-2406ead0e3,EKSCluster,GCP,us-west-2,2024-03-08,2023-08-13,322,567.58,,,,shadow_it
res-d0244aad0d,EKSCluster,GCP,ap-southeast-1,2024-02-16,2024-06-29,1,1191.06,team-infra,project-omega,development,normal
res-0c219036cb,RDSInstance,AWS,us-west-2,2024-06-02,2024-06-26,4,306.62,team-infra,project-omega,production,normal
res-f59916fc04,EKSCluster,AWS,eu-west-1,2023-03-12,2024-06-29,1,475.27,team-backend,project-omega,production,normal
res-729cfab853,LambdaFunction,Azure,ap-south-1,2024-03-31,2024-06-21,9,14.45,team-ml,project-omega,production,normal
res-f707d9d931,EBSVolume,AWS,ap-south-1,2024-05-11,2024-06-23,7,50.2,team-security,project-delta,staging,normal
res-7817e11e1e,EKSCluster,AWS,us-west-2,2023-09-16,2024-06-26,4,306.05,team-frontend,project-delta,production,normal
res-8312901d92,S3Bucket,GCP,us-west-2,2023-03-19,2024-06-20,10,14.33,team-ml,project-gamma,development,normal
res-23a9a8889f,LambdaFunction,GCP,us-east-1,2023-09-24,2024-06-24,6,20.4,team-security,project-omega,development,normal
res-c51bec5530,EC2Instance,GCP,ca-central-1,2023-02-04,2024-06-19,11,463.0,team-infra,project-beta,staging,normal
res-ba1bd35c74,LambdaFunction,GCP,us-west-2,2024-01-24,2024-06-21,9,20.9,team-security,project-gamma,production,normal
res-1a6c5c04a2,RDSInstance,AWS,eu-west-1,2024-02-24,2024-06-17,13,234.34,team-data,project-gamma,staging,normal
res-003190ea2e,LambdaFunction,AWS,us-east-1,2023-06-14,2023-11-15,228,12.83,,,,shadow_it
res-6d3f229230,S3Bucket,GCP,eu-west-1,2023-09-15,2024-06-17,13,34.9,team-frontend,project-omega,production,normal
res-a5fe5a11a7,EKSCluster,AWS,ap-southeast-1,2024-05-22,2023-09-16,288,252.97,,,,shadow_it
res-65f134fdce,ElasticIP,GCP,ca-central-1,2023-06-04,2024-06-26,4,3.72,team-infra,project-alpha,staging,normal
res-72a9021bf0,RDSInstance,AWS,ap-south-1,2023-09-24,2024-06-25,5,720.47,team-ml,project-delta,production,normal
res-cdc760353b,EKSCluster,GCP,ca-central-1,2023-08-02,2024-06-16,14,422.66,team-frontend,project-delta,development,normal
res-6edf94b544,ElasticIP,GCP,eu-west-1,2023-09-05,2024-06-26,4,6.26,team-frontend,project-alpha,staging,normal
res-b7acb80c5d,EBSVolume,AWS,eu-west-1,2023-06-22,2024-06-27,3,35.23,team-infra,project-gamma,staging,normal
res-9ce229a471,EC2Instance,GCP,us-west-2,2023-12-06,2024-06-17,13,259.25,team-backend,project-omega,staging,normal
res-13104bfdc4,EC2Instance,GCP,eu-west-1,2024-01-31,2024-06-26,4,433.61,team-infra,project-beta,production,normal
res-a0596c4141,S3Bucket,GCP,us-east-1,2024-06-10,2024-06-20,10,64.42,team-backend,project-alpha,production,normal
res-af4b69c407,NATGateway,GCP,ca-central-1,2023-01-09,2024-06-24,6,193.22,team-frontend,project-delta,development,normal
res-eb485daa11,NATGateway,GCP,eu-west-1,2024-02-21,2024-06-30,0,141.68,team-security,project-alpha,staging,normal
res-e3fc589640,NATGateway,GCP,eu-west-1,2023-12-12,2024-06-16,14,66.13,team-infra,project-gamma,production,normal
res-74343037eb,EKSCluster,Azure,us-west-2,2023-12-22,2024-06-16,14,762.89,team-infra,project-beta,development,normal
res-62f02d2663,EC2Instance,Azure,ap-south-1,2024-02-19,2024-06-18,12,412.73,team-data,project-beta,development,normal
res-8fc73ff9c9,EKSCluster,GCP,ap-south-1,2023-12-30,2024-06-28,2,868.03,team-frontend,project-beta,development,normal
res-1fab0d2588,EC2Instance,AWS,ap-southeast-1,2023-01-09,2024-06-25,5,106.78,team-infra,project-gamma,staging,normal
res-979a411779,RDSInstance,GCP,us-west-2,2023-05-17,2024-06-19,11,691.14,team-backend,project-alpha,production,normal
res-43156a4524,LambdaFunction,GCP,ca-central-1,2024-01-28,2024-06-26,4,15.85,team-backend,project-omega,staging,normal
res-cceb0454da,EKSCluster,AWS,eu-west-1,2023-05-28,2024-06-25,5,867.79,team-data,project-beta,production,normal
res-b6a2a999d8,ElasticIP,AWS,ap-southeast-1,2023-07-16,2024-06-22,8,8.1,team-security,project-beta,staging,normal
res-4d8088ffff,ElasticIP,Azure,ap-south-1,2023-11-07,2024-06-25,5,8.3,team-backend,project-omega,production,normal
res-4af8265bfa,NATGateway,Azure,eu-west-1,2023-02-14,2024-06-16,14,158.74,team-data,project-delta,development,normal
res-6ab2f5c622,S3Bucket,GCP,ap-south-1,2023-04-19,2024-03-21,101,67.92,,,,shadow_it
res-dfecfd8535,EBSVolume,Azure,ap-south-1,2023-12-14,2024-06-23,7,122.82,team-ml,project-delta,development,normal
res-13aed916d4,S3Bucket,Azure,us-east-1,2024-01-17,2024-06-24,6,54.31,team-infra,project-beta,production,normal
res-249fee8867,S3Bucket,Azure,ap-south-1,2023-09-26,2024-06-16,14,52.09,team-backend,project-omega,production,normal
res-f500961446,NATGateway,Azure,ap-southeast-1,2023-06-29,2024-06-26,4,183.56,team-ml,project-beta,development,normal
res-1708234e36,EBSVolume,AWS,us-east-1,2024-03-15,2024-06-24,6,132.88,team-security,project-gamma,production,normal
res-3f71217e1d,LambdaFunction,GCP,ap-south-1,2023-12-27,2024-06-21,9,8.43,team-security,project-omega,staging,normal
res-b46c785582,RDSInstance,Azure,eu-west-1,2023-10-02,2024-06-23,7,176.74,team-security,project-alpha,production,normal
res-750c2644fa,NATGateway,GCP,us-east-1,2024-06-06,2024-06-18,12,39.6,team-backend,project-gamma,staging,normal
res-b271850320,LambdaFunction,AWS,us-east-1,2024-03-30,2024-06-18,12,21.18,team-backend,project-alpha,production,normal
res-4b3aa163dd,RDSInstance,AWS,eu-west-1,2023-06-14,2024-06-19,11,284.41,team-frontend,project-alpha,staging,normal
res-0160558fbf,EKSCluster,GCP,ap-southeast-1,2023-10-14,2024-06-24,6,1083.12,team-infra,project-alpha,production,normal
res-d03c0d28cb,LambdaFunction,GCP,us-west-2,2024-02-12,2023-09-23,281,22.0,,,,shadow_it
res-f883c7a72d,EBSVolume,GCP,us-west-2,2023-02-23,2024-06-23,7,143.12,team-security,project-alpha,staging,normal
res-d7c0c2a64b,EKSCluster,AWS,us-east-1,2023-09-24,2024-06-20,10,508.99,team-backend,project-delta,production,normal
res-c770114ad7,EBSVolume,GCP,ap-southeast-1,2024-03-04,2024-06-22,8,45.64,team-backend,project-omega,development,normal
res-0bab9fd824,NATGateway,AWS,us-east-1,2024-03-30,2024-06-17,13,111.34,team-infra,project-delta,staging,normal
res-9ce0db1517,LambdaFunction,Azure,ca-central-1,2024-03-28,2024-01-26,156,27.5,,,,shadow_it
res-97ee5b8557,EKSCluster,GCP,us-east-1,2024-04-23,2024-06-18,12,1078.29,team-ml,project-beta,production,normal
res-b528855cac,EBSVolume,GCP,ap-southeast-1,2023-03-28,2024-06-27,3,47.0,team-backend,project-alpha,staging,normal
res-639ee74cad,EC2Instance,GCP,us-east-1,2023-10-23,2024-06-26,4,381.22,team-infra,project-gamma,staging,normal
res-223694f174,EKSCluster,Azure,us-west-2,2023-01-28,2023-11-15,228,377.91,,,,shadow_it
res-f9083ea9dc,EC2Instance,Azure,ap-south-1,2024-05-30,2024-06-24,6,285.39,team-ml,project-gamma,production,normal
res-188735f605,EKSCluster,Azure,us-west-2,2023-12-17,2024-01-28,154,348.51,,,,shadow_it
res-d9038b096c,LambdaFunction,Azure,us-east-1,2024-01-03,2024-06-19,11,27.87,team-backend,project-beta,production,normal
res-c6be4c97ff,S3Bucket,AWS,ap-southeast-1,2023-03-01,2023-12-02,211,69.5,,,,shadow_it
res-f2a70f48ca,NATGateway,AWS,ap-southeast-1,2023-01-24,2024-06-26,4,188.87,team-security,project-gamma,development,normal
res-982f9b2919,LambdaFunction,Azure,ap-south-1,2023-12-23,2024-06-27,3,27.11,team-ml,project-gamma,staging,normal
res-502bc10db0,EKSCluster,Azure,eu-west-1,2024-01-09,2024-06-20,10,818.81,team-infra,project-delta,production,normal
res-2951f3bd7e,NATGateway,GCP,ca-central-1,2023-10-28,2024-06-24,6,177.67,team-data,project-beta,staging,normal
res-0f4f70af98,EBSVolume,GCP,us-east-1,2023-11-02,2024-06-26,4,96.4,team-frontend,project-alpha,staging,normal
res-ddfb086248,S3Bucket,Azure,ca-central-1,2023-02-18,2024-06-28,2,27.19,team-backend,project-omega,production,normal
res-820ba0b523,EBSVolume,AWS,ap-southeast-1,2023-02-15,2024-06-19,11,101.36,team-security,project-delta,development,normal
res-a5c7d37134,EKSCluster,GCP,ca-central-1,2023-06-16,2024-06-24,6,1195.97,team-ml,project-beta,staging,normal
res-508ffb07b4,EBSVolume,GCP,us-west-2,2023-08-20,2024-06-16,14,144.45,team-backend,project-alpha,staging,normal
res-25c104c216,NATGateway,Azure,us-east-1,2023-04-28,2024-06-28,2,111.65,team-security,project-beta,production,normal
res-f10b03aecf,ElasticIP,Azure,us-west-2,2023-11-28,2024-06-27,3,4.5,team-backend,project-gamma,production,normal
res-56a38ab8fc,ElasticIP,GCP,us-east-1,2023-06-29,2024-01-04,178,9.1,,,,shadow_it
res-5f9ccadf70,ElasticIP,Azure,eu-west-1,2023-06-10,2024-06-26,4,7.64,team-backend,project-delta,production,normal
res-5b7c7ace5e,ElasticIP,GCP,ap-southeast-1,2023-07-22,2024-06-28,2,9.39,team-infra,project-beta,production,normal
res-5f0108b992,NATGateway,GCP,ap-south-1,2023-08-15,2024-06-23,7,112.32,team-frontend,project-delta,staging,normal
res-146db3dc8a,ElasticIP,GCP,us-west-2,2024-02-07,2024-06-27,3,5.15,team-data,project-delta,staging,normal
res-abe2a8e5b9,LambdaFunction,GCP,ap-southeast-1,2023-09-06,2024-06-28,2,27.97,team-backend,project-alpha,staging,normal
res-446bce2928,EKSCluster,AWS,us-west-2,2023-03-16,2024-06-29,1,201.86,team-ml,project-beta,production,normal
res-0a7e1b0048,EC2Instance,AWS,us-west-2,2023-05-10,2023-09-20,284,579.59,,,,shadow_it
res-4095bf382c,RDSInstance,Azure,ap-southeast-1,2023-02-07,2024-06-18,12,422.28,team-backend,project-beta,production,normal
res-2cf9835240,ElasticIP,AWS,us-west-2,2024-05-04,2024-06-26,4,9.78,team-infra,project-delta,staging,normal
res-11f20bbc74,RDSInstance,Azure,ca-central-1,2023-03-31,2024-06-23,7,795.91,team-security,project-delta,production,normal
res-c8817804ac,S3Bucket,Azure,ap-southeast-1,2023-08-15,2024-06-27,3,63.04,team-ml,project-omega,staging,normal
res-277487da1d,EBSVolume,GCP,us-west-2,2024-03-21,2024-06-21,9,40.8,team-backend,project-gamma,staging,normal
res-d390a49e78,NATGateway,AWS,ap-southeast-1,2023-12-03,2024-06-16,14,197.73,team-data,project-alpha,staging,normal
res-5e0af95f44,LambdaFunction,Azure,us-east-1,2024-01-04,2023-09-03,301,26.39,,,,shadow_it
res-c42492be67,ElasticIP,AWS,us-west-2,2023-09-04,2023-12-03,210,5.55,,,,shadow_it
res-49d0bbeb22,LambdaFunction,Azure,ap-south-1,2023-03-11,2024-06-24,6,16.52,team-backend,project-gamma,production,normal
res-6ae2417100,LambdaFunction,GCP,ca-central-1,2023-08-02,2024-06-28,2,29.49,team-backend,project-delta,development,normal
res-2eaa2411fb,RDSInstance,Azure,us-west-2,2024-03-22,2024-06-18,12,502.89,team-frontend,project-gamma,production,normal
res-83b7f1a118,S3Bucket,Azure,eu-west-1,2023-01-21,2024-06-28,2,76.88,team-infra,project-beta,production,normal
res-5da5b34f83,LambdaFunction,GCP,ca-central-1,2023-09-05,2024-06-28,2,9.99,team-data,project-omega,production,normal
res-542ef841db,S3Bucket,AWS,ap-south-1,2024-04-09,2024-06-22,8,37.37,team-infra,project-gamma,development,normal
res-673f436865,EC2Instance,Azure,eu-west-1,2023-05-31,2024-06-19,11,130.33,team-security,project-gamma,staging,normal
res-85af751e96,LambdaFunction,AWS,us-west-2,2024-03-10,2024-06-21,9,9.17,team-infra,project-alpha,staging,normal
res-6ed8d32983,EKSCluster,AWS,ca-central-1,2024-01-28,2023-12-26,187,1186.18,,,,shadow_it
res-c82a376192,RDSInstance,Azure,ap-south-1,2023-12-14,2024-06-25,5,356.23,team-data,project-alpha,staging,normal
res-c2925bd09b,S3Bucket,AWS,us-east-1,2024-02-12,2024-06-20,10,12.72,team-infra,project-beta,staging,normal
res-4f745b308d,ElasticIP,Azure,us-east-1,2023-06-17,2024-06-30,0,9.53,team-data,project-beta,development,normal
res-eb5a4102ab,EBSVolume,Azure,us-east-1,2024-02-24,2024-06-28,2,43.11,team-frontend,project-delta,production,normal
res-5cf740dc7c,ElasticIP,AWS,ap-southeast-1,2023-07-12,2024-06-22,8,7.55,team-security,project-gamma,production,normal
res-4908fb4159,NATGateway,Azure,ap-southeast-1,2023-11-11,2024-06-25,5,151.97,team-frontend,project-omega,staging,normal
res-17cdf12a90,EBSVolume,AWS,eu-west-1,2023-07-22,2024-06-23,7,11.33,team-ml,project-alpha,development,normal
res-7ab8b3e0ee,S3Bucket,GCP,eu-west-1,2023-08-29,2024-06-29,1,19.74,team-data,project-gamma,production,normal
res-7091488430,ElasticIP,Azure,ca-central-1,2023-11-02,2024-06-18,12,4.72,team-security,project-omega,production,normal
